순번,회사명,공장대표주소,업종명,생산품,전화번호,팩스번호
3683,주식회사 산에들우리축산,경상남도 창원시 마산회원구 두척1길 27 (두척동),육류 포장육 및 냉동육 가공업 (가금류 제외),육류,055-232-8500,055-231-6655
3684,주식회사 삼경글로벌,경상남도 창원시 진해구 웅천로 232 (성내동),일반 제재업,"목재, 각재",055-552-3664,055-552-3669
3685,주식회사 삼영기업,경상남도 창원시 마산합포구 진북면 정현공단길 63,기타 인쇄업 외 1 종,인쇄제품,055-251-8111,055-251-8115
3686,주식회사 삼우,경상남도 창원시 마산합포구 진북면 진북산업로 465-46,일반 제재업 외 1 종,"목재 판재, 각재 금속제 울타리",051-625-3380,051-955-3380
3687,주식회사 삼원이엠씨,경상남도 창원시 마산회원구 봉암공단11길 86 (봉암동),전동기 및 발전기 제조업,전동기,055-296-8577,055-293-2690
3688,주식회사 서우,경상남도 창원시 진해구 냉천로108번길 5-23 (자은동),육상 금속 골조 구조재 제조업 외 4 종,"안전시설물 제작, 인쇄물",055-551-6449,055-551-6450
3689,주식회사 석영기술,경상남도 창원시 마산합포구 진북면 진북신촌로 163,구조용 금속 판제품 및 공작물 제조업 외 2 종,태양광발전세트제조,055-222-0084,055-222-0084
3690,주식회사 선명폴리텍,"경상남도 창원시 성산구 완암로 50, 메카동 9층 917 (성산동, SK테크노파크)",육상 금속 골조 구조재 제조업 외 1 종,투명방음판,55886440,055-288-6441
3691,주식회사 선우섬유기계,경상남도 창원시 의창구 팔용로346번길 30 (팔용동),기타 직물제품 제조업,마스크,055-338-4261,
3692,주식회사 성경,경상남도 창원시 마산회원구 봉암공단5길 28 (봉암동),금속 절삭기계 제조업 외 10 종,치공구 기계부품,055-287-0964,055-287-0904
3693,주식회사 성심,경상남도 창원시 성산구 월림로39번길 7 (신촌동),도장 및 기타 피막처리업,도장,055-286-0720,055-286-0715
3694,주식회사 성원글라스텍,경상남도 창원시 의창구 대산면 제동길42번길 36,안전유리 제조업 외 1 종,판유리,055-295-3204,
3695,주식회사 성화에스티,"경상남도 창원시 성산구 완암로 50, 메카동 B1층 B120, B121 (성산동, SK테크노파크)",그 외 기타 1차 철강 제조업,금속판재 가공,055-607-0900,055-607-0902
3696,주식회사 세영테크,"경상남도 창원시 마산회원구 내서읍 광려천남로 197, 3층",그 외 기타 전자부품 제조업,전자부품 외,055-232-5791,055-232-5791
3697,주식회사 세정산업,경상남도 창원시 진해구 어은로32번길 15 (죽곡동),그 외 기타 분류 안된 비금속 광물제품 제조업,비금속광물제품(미끄럼방지포장재),055-299-9057,055-299-9067
3698,주식회사 세현이앤씨,경상남도 창원시 의창구 차룡로48번길 44 (팔용동) 1동 6층 606호,"산업용 오븐, 노 및 노용 버너 제조업 외 1 종","온돌형 태양열블록 난방설비, 대양열 집열 및 가열장치 제조",055-223-9870,055-223-9871
3699,주식회사 소담엠텍 ,경상남도 창원시 마산회원구 봉암공단10길 19 (봉암동) 주식회사 소담엠텍,액체 펌프 제조업,"산업용펌프, 가정용펌프",055-237-5100,055-237-5151
3700,주식회사 송림,경상남도 창원시 의창구 팔용동 40-5번지 1동 3층 301호,기타 직물제품 제조업,마스크,,
3701,주식회사 수경,경상남도 창원시 진해구 남영로574번길 8 (남양동),레미콘 제조업 외 1 종,레미콘/아스콘,055-551-0071,
3702,주식회사 숨쉬는하우스,경상남도 창원시 성산구 연덕로27번길 52 (웅남동),기타 직물제품 제조업,실내용 전동 고소 작업대,055-2626-6667,
3703,주식회사 쉐카이나,경상남도 창원시 의창구 차룡로48번길 44 (팔용동) 1307호,유압기기 제조업,"유압시스템, 유압기계부품, 오일여과기",,055-255-7362
3704,주식회사 스타리온성철,경상남도 창원시 성산구 성산패총로 29 (성산동) 외 1필지,주방용 전기기기 제조업 외 1 종,"냉장고,세탁기 등",055-269-9000,055-269-9060
3705,주식회사 승산정밀,경상남도 창원시 의창구 평산로70번길 44-13 (팔용동) 외 1필지,항공기용 부품 제조업,방산정밀부품,055-252-5830,055-252-5831
3706,주식회사 시우건설,경상남도 창원시 의창구 북면 감계로156번길 12,일반철물 제조업,"js핀, js튜브",055-273-0300,
3707,주식회사 신동방,경상남도 창원시 마산회원구 구암남5길 15 (구암동),주방용 및 음식점용 목재가구 제조업,"씽크대,가구제작",,055-256-1188
3708,주식회사 신성정밀,경상남도 창원시 마산회원구 내서읍 중리공단로1길 19,자동차용 신품 동력전달장치 제조업 외 1 종,자동차 변속기 부품,055-297-0259,055-252-3155
3709,주식회사 신성터보마스터,경상남도 창원시 의창구 북면 운무로 825-7,액체 펌프 제조업 외 1 종,"산업용 액체펌프, 의료용 기체펌프",055-267-3050,0303-3441-3050
3710,주식회사 신아전자,경상남도 창원시 마산회원구 내서읍 광려천북로 12-5,기타 전기 변환장치 제조업 외 1 종,"인버터 , 콘버터",055-231-6448,055-231-6449
3711,주식회사 신우기전,"경상남도 창원시 성산구 완암로 50, 테크동 7층 707 (성산동, SK테크노파크)",기타 구조용 금속제품 제조업,산업단품 제조 및 수리,055-281-7655,055-281-7651
3712,주식회사 신진테크,경상남도 창원시 성산구 남면로113번길 25-40 (대원동),산업처리공정 제어장비 제조업,자동화 기기 설비,055-282-9717,055-282-9718
3713,주식회사 싸이토피아,"경상남도 창원시 마산회원구 내서읍 함마대로 2640, 9호관 803호 (마산대학)",유선 통신장비 제조업 외 3 종,"지능형 무인감시장치, 유무선원격제어장치, 블랙박스 외",055-267-3713,055-901-0177
3714,주식회사 쓰가미코리아,경상남도 창원시 의창구 차룡로14번길 29 (팔용동),기타 일반 기계 및 장비 수리업,공작기계류 수리,02-553-2056,
3715,주식회사 씨앤텍,"경상남도 창원시 진해구 냉천로 149-23 (자은동) 3층(자은동, 다온재)",방송장비 제조업 외 8 종,영상/음향기기 및 CCTV  SYSTEM 등 ,055-277-5685,055-288-5685
3716,주식회사 씨티엔에스,"경상남도 창원시 의창구 평산로 23, 신화테크노밸리 641호 (팔용동)",축전지 제조업 외 1 종,"스마트 모빌리티, 이륜자동차용 축전지",055-294-9555,055-294-9556
3717,주식회사 씨티티,경상남도 창원시 의창구 차상로 172-11 (팔용동),자전거 및 환자용 차량 제조업,자전거부품,055-715-9611,070-4009-0303
3718,주식회사 아맥스,경상남도 창원시 의창구 차룡로14번길 58 (팔용동),"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업","정밀기기, 정밀측정기",055-286-6993,055-286-6995
3719,주식회사 아이비에스티,"경상남도 창원시 마산회원구 봉암북7길 21, ICT진흥센터 4동 703호 (봉암동)",기타 주변기기 제조업,멀티학습기기,055-299-7730,050-2298-7975
3720,주식회사 아이큐브스,"경상남도 창원시 성산구 원이대로473번길 26, 301호 (반림동)",기타 무선 통신장비 제조업 외 1 종,이어폰 음성증폭기,055-286-8008,055-286-8010
3721,주식회사 아주텍,경상남도 창원시 마산회원구 봉암공단1길 37-3 (봉암동),유압기기 제조업,유압실린더 부품,055-252-9172,055-252-9173
3722,주식회사 아쿠아텍,경상남도 창원시 마산회원구 봉암공단10길 79-2 (봉암동),액체 여과기 제조업,수처리장비(여과기),055-265-4005,055-265-0057
3723,주식회사 알씨엔이,"경상남도 창원시 의창구 창원대학로 20, 82호관 작업장 1 (용동, 창원대학교)",산업용 로봇 제조업,산업용 로봇,055-263-2778,055-264-2779
3724,주식회사 애니핫글로벌,경상남도 창원시 의창구 대산면 가술산남로 124-32,전구 및 램프 제조업,"발열등, 탄소섬유발열체",055-345-1041,050-5876-1041
3725,주식회사 애즈원,"경상남도 창원시 성산구 완암로 50, 테크동 9층 916 (성산동, SK테크노파크)",비디오 및 기타 영상기기 제조업 외 2 종,"CCTV,전광판,영상정보 디스플레이장치",055-262-0920,055-262-0930
3726,주식회사 에셀정공,경상남도 창원시 마산회원구 봉암동 470-31번지,절삭가공 및 유사처리업,기계부품,055-292-4470,055-292-3802
3727,주식회사 에스비산업,경상남도 창원시 진해구 명제로 26 (죽곡동),레미콘 제조업 외 1 종,"레미콘,아스콘",055-603-3277,055-603-3279
3728,주식회사 에스비테크,"경상남도 창원시 마산합포구 3·15대로 298, 302호, 경남대학교 창업보육관 (서성동)",전기회로 접속장치 제조업 외 2 종,"가로등점멸기, 제어반 등",055-244-4790,0502-280-4790
3729,주식회사 에스씨이,경상남도 창원시 진해구 남의로43번길 61 (남양동),기타 물품 취급장비 제조업,크레인 산업기계,055-313-6502,055-313-6503
3730,주식회사 에스씨테크,경상남도 창원시 마산회원구 내서읍 중리공단로4길 27-2,그 외 자동차용 신품 부품 제조업,자동차 및 전자제품의 와이어링 하네스,055-231-2371,055-232-2372
3731,주식회사 에스앤에스,"경상남도 창원시 의창구 북면 동전로 130 A, B동",그 외 기타 금속가공업,산업기계 초기 프레임,055-294-9079,055-294-9072
3732,주식회사 에스제이솔루션,"경상남도 창원시 성산구 충혼로 91, 창업보육센터 317호 (두대동, 창원문성대학)",산업처리공정 제어장비 제조업 외 2 종,"IOT수집 디바이스 판넬, 산업용제어시스템",055-602-3311,055-602-3312
3733,주식회사 에스제이에스,"경상남도 창원시 성산구 완암로 50, 테크동 1층 101 (성산동, SK테크노파크)",산업처리공정 제어장비 제조업,자동화 설비 및 전용기,055-716-1279,055-716-1267
3734,주식회사 에스케이에프비엠,"경상남도 창원시 성산구 완암로 50, 테크동 6층 603 (성산동, SK테크노파크)",금속탱크 및 저장용기 제조업,"철강용기, 용기부품가공",055-264-0882,055-264-0882
3735,주식회사 에스텍,"경상남도 창원시 마산회원구 내서읍 중리공단로 65, 지능기계센터 로봇동 303, 304호",배전반 및 전기 자동제어반 제조업 외 3 종,"버너화염 모니터시스템,화염감지기",055-232-7963,055-232-7965
3736,주식회사 에이브이팀,"경상남도 창원시 마산회원구 봉암북7길 21, 5동 504호 (봉암동, 경남지능형홈산업화센터)",전자부품 실장기판 제조업,PCB납땜 및 제품조립,055-259-5250,050-4982-5240
3737,주식회사 에이스테크윈,경상남도 창원시 진해구 남영로574번길 5 (남양동),그 외 기타 일반목적용 기계 제조업,기계부품,055-552-9850,055-552-9851
3738,주식회사 에이지코리아,경상남도 창원시 의창구 평산로8번길 37-19 (팔용동),절삭가공 및 유사처리업,금속 등 절삭가공,055-256-2251,055-256-2138
3739,주식회사 에이치앤씨,"경상남도 창원시 성산구 월림로67번길 33 (신촌동, (주)신성플랜트)",육상 금속 골조 구조재 제조업 외 1 종,공작기계 부품,,
3740,주식회사 에코스틸,경상남도 창원시 진해구 남영로574번길 20 (남양동),그 외 기타 금속가공업 외 3 종,"가전용, 조선용 중장비 외",055-263-3002,055-266-3002
3741,주식회사 에프엔씨이노베이션,경상남도 창원시 의창구 대산면 진남로114번길 66 주식회사 에프엔씨이노베이션,유압기기 제조업,"유압시스템, 오일쿨러, 유압 쿨러필터링",055-298-1620,055-298-1621
3742,주식회사 에프원공조,"경상남도 창원시 의창구 차룡로48번길 44, 1동 12층 1212호(팔용동) 1동 12층 1212호",기체 여과기 제조업,"에어컨 리턴밴드, 필터",,055-609-2366
3743,주식회사 엔브이에이치테크,경상남도 창원시 마산회원구 내서읍 함마대로 2478-19,부직포 및 펠트 제조업,전투차량 내장재,,050-4099-8125
3744,주식회사 엔씨에스(NCS),"경상남도 창원시 의창구 차룡로48번길 44, 1동 5층 515호(팔용동) 1동 5층 515호",비디오 및 기타 영상기기 제조업 외 3 종,"영상디스플레이장치, DID장치, 키오스크장치, 셋탑컴퓨터, CCTV",055-609-0093,055-261-0016
3745,주식회사 엔에스 인더스트리,경상남도 창원시 마산합포구 진전면 팔의사로 793,그 외 기타 플라스틱 제품 제조업,부표,070-7744-9867,02-6455-9211
3746,주식회사 엔엠에스,경상남도 창원시 마산회원구 봉암공단6길 14 (봉암동),반도체 제조용 기계 제조업,반도체소재 가공,055-298-0574,055-253-0574
3747,주식회사 엔이앤씨,"경상남도 창원시 의창구 차룡로48번길 44, 1동 15층 1509호(팔용동) 1동 15층 1509호",기타 주변기기 제조업 외 4 종,"CCTV카메라, 영상저장장치, 기타 유,무선 통신기기, 방송설비장치 등",055-259-7520,055-259-7529
3748,주식회사 엘소,경상남도 창원시 성산구 공단로271번길 57(웅남동),그 외 자동차용 신품 부품 제조업,Shock Absorber,055-253-2711,
3749,주식회사 엘시그니처,경상남도 창원시 의창구 차룡로48번길 44 (팔용동) 1동 10층 1003호,기타 무선 통신장비 제조업,에너지하베스팅 무선 온도센서,055-261-5374,
3750,주식회사 엠제이티엔지니어링,경상남도 창원시 의창구 대산면 주남로394번길 62,철도차량 부품 및 관련 장치물 제조업,철도차량부품,055-297-0488,055-297-0489
